3;1.00
4;1.00
5;1.00
6;1.00
7;1.08
8;1.00
9;1.07
10;1.19
11;1.00
12;1.09
13;1.19
14;1.13
15;1.09
16;1.00
17;1.00
18;1.07
19;1.13
20;1.03
21;1.00
22;1.06
23;1.22
