3;324;324;324
4;470;470;470
5;562;562;562
6;818;827;818
7;1199;1301;1301
8;1662;1825;1662
9;1385;1623;1493
10;1861;2219;2219
11;1868;2026;1868
12;2182;2388;2388
13;2894;3459;3459
14;1958;2500;2230
15;4037;4431;4431
16;2515;3527;2515
17;2523;3511;2523
18;3898;4998;4203
19;4228;4811;4811
20;3528;4985;3666
21;4525;6446;4525
22;4852;6994;5178
23;3289;4034;4034
